email;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
nicole18@robinson.com;Female;30;Black;Never-married;Some-college;United-States;Private;Exec-managerial;<=50K
luis53@hotmail.com;Female;22;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
johnmedina@yahoo.com;Male;34;White;Divorced;Assoc-voc;United-States;Private;Craft-repair;<=50K
yanderson@scott.com;Female;43;White;Widowed;HS-grad;United-States;Private;Machine-op-inspct;<=50K
russelltaylor@gmail.com;Male;25;White;Never-married;Bachelors;United-States;Private;Craft-repair;<=50K
sarahmatthews@yahoo.com;Female;35;White;Widowed;HS-grad;United-States;Private;Other-service;<=50K
benjamin23@wiley.info;Female;28;Black;Never-married;Assoc-acdm;United-States;Private;Other-service;<=50K
ichristian@yahoo.com;Female;28;White;Divorced;Some-college;United-States;Private;Sales;<=50K
brooke81@gmail.com;Female;25;Black;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
melanie23@bowers.com;Male;40;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
juliahicks@brock-novak.com;Male;35;Other;Married-civ-spouse;9th;Mexico;Private;Craft-repair;<=50K
deborah05@gmail.com;Male;48;White;Never-married;7th-8th;United-States;Self-emp-not-inc;Farming-fishing;<=50K
kfitzgerald@yahoo.com;Male;63;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
nicholas82@hotmail.com;Female;31;White;Married-civ-spouse;Bachelors;United-States;Private;Adm-clerical;>50K
carrieflores@glass.com;Male;36;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Craft-repair;<=50K
zbarber@gmail.com;Male;39;White;Married-civ-spouse;Some-college;United-States;Private;Machine-op-inspct;<=50K
kathy59@gmail.com;Female;24;Black;Never-married;HS-grad;United-States;Private;Other-service;<=50K
jonesjason@yahoo.com;Male;32;White;Never-married;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
toddcook@hotmail.com;Female;46;White;Married-civ-spouse;Preschool;Mexico;Private;Machine-op-inspct;<=50K
matthewallen@mcconnell.biz;Male;19;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
christian28@harrison.com;Male;30;Asian-Pac-Islander;Never-married;Some-college;United-States;Private;Tech-support;<=50K
megan39@fletcher.com;Male;35;White;Never-married;Assoc-voc;United-States;Private;Craft-repair;<=50K
joannamiller@gmail.com;Male;33;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
parellano@hotmail.com;Male;25;White;Separated;HS-grad;United-States;Private;Craft-repair;<=50K
christinamoran@hotmail.com;Male;64;Asian-Pac-Islander;Married-civ-spouse;HS-grad;United-States;Local-gov;Other-service;>50K
benjaminmcdonald@johnson.info;Female;18;Asian-Pac-Islander;Never-married;HS-grad;United-States;Private;Other-service;<=50K
rosserik@hotmail.com;Male;59;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;<=50K
josenovak@hotmail.com;Female;45;Black;Divorced;HS-grad;United-States;State-gov;Protective-serv;<=50K
christopherpatel@hotmail.com;Female;30;White;Never-married;Doctorate;United-States;Private;Prof-specialty;<=50K
nicholsonkatherine@yahoo.com;Female;24;White;Never-married;5th-6th;Mexico;Private;Machine-op-inspct;<=50K
andrew94@perez.biz;Female;22;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
vmitchell@gmail.com;Male;49;Asian-Pac-Islander;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Craft-repair;>50K
christensenbrian@yahoo.com;Male;35;White;Married-civ-spouse;12th;United-States;Private;Machine-op-inspct;<=50K
copelandtina@yahoo.com;Female;48;White;Never-married;Masters;United-States;Local-gov;Prof-specialty;<=50K
monique18@gmail.com;Female;18;White;Never-married;12th;United-States;Private;Sales;<=50K
thompsonmatthew@gmail.com;Male;35;White;Married-civ-spouse;Some-college;United-States;Private;Handlers-cleaners;<=50K
dawn72@gmail.com;Male;27;White;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
nicholas51@sims.com;Male;28;Black;Never-married;Bachelors;United-States;Private;Craft-repair;<=50K
douglas52@jennings.com;Female;26;Black;Never-married;Some-college;United-States;Private;Other-service;<=50K
morrisonjoshua@guzman.com;Male;44;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
jennifertaylor@gmail.com;Male;39;Black;Separated;HS-grad;United-States;Private;Machine-op-inspct;<=50K
thomasbradley@hotmail.com;Male;40;White;Divorced;Bachelors;United-States;State-gov;Craft-repair;<=50K
lynnrobert@cox.com;Male;70;White;Married-civ-spouse;Bachelors;United-States;Self-emp-not-inc;Prof-specialty;>50K
keith52@stevens.com;Female;34;White;Never-married;Masters;United-States;Private;Exec-managerial;<=50K
davidwilliams@gmail.com;Male;34;Black;Divorced;Assoc-acdm;United-States;Private;Adm-clerical;<=50K
amason@yahoo.com;Male;66;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
perrymanuel@yahoo.com;Male;40;Black;Separated;HS-grad;United-States;Private;Transport-moving;<=50K
allison15@yahoo.com;Male;61;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Exec-managerial;>50K
rdavis@gmail.com;Male;59;White;Married-civ-spouse;7th-8th;United-States;Self-emp-not-inc;Craft-repair;<=50K
javier93@yahoo.com;Male;47;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;>50K
fbridges@reilly.info;Male;33;White;Married-civ-spouse;Bachelors;United-States;State-gov;Prof-specialty;>50K
sdixon@hotmail.com;Male;18;White;Never-married;11th;United-States;Private;Other-service;<=50K
jenniferlynn@weber-hernandez.biz;Male;25;White;Never-married;9th;United-States;Private;Craft-repair;<=50K
angeladorsey@estrada.info;Male;22;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
qsmith@hotmail.com;Male;40;Black;Married-civ-spouse;Bachelors;United-States;Local-gov;Protective-serv;>50K
fcollier@hotmail.com;Female;30;White;Divorced;Assoc-acdm;United-States;Private;Adm-clerical;<=50K
masonphilip@hicks.com;Male;73;White;Married-civ-spouse;7th-8th;United-States;Self-emp-not-inc;Farming-fishing;>50K
tapiabrandon@gmail.com;Male;45;White;Married-civ-spouse;7th-8th;United-States;Self-emp-not-inc;Craft-repair;<=50K
yolandalopez@hernandez-frank.com;Male;23;Black;Never-married;11th;United-States;Private;Adm-clerical;<=50K
wclark@hotmail.com;Male;40;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
timothy27@yahoo.com;Male;39;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
karen08@caldwell.com;Male;23;White;Married-civ-spouse;Some-college;United-States;Private;Handlers-cleaners;<=50K
jenniferreed@gmail.com;Male;51;Black;Divorced;HS-grad;United-States;Private;Craft-repair;<=50K
ryan01@schwartz-kelley.com;Male;53;White;Married-civ-spouse;HS-grad;United-States;Private;Farming-fishing;<=50K
paige69@yahoo.com;Male;24;White;Never-married;Bachelors;United-States;Private;Tech-support;<=50K
brittneydrake@hotmail.com;Male;53;White;Divorced;Bachelors;United-States;Private;Exec-managerial;<=50K
taraedwards@weaver.com;Male;49;White;Married-civ-spouse;Doctorate;United-States;Self-emp-not-inc;Prof-specialty;<=50K
jchase@haley-rodriguez.com;Male;34;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
nicole61@yahoo.com;Male;37;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
thomasamanda@curtis.info;Male;40;White;Married-civ-spouse;Assoc-voc;United-States;State-gov;Craft-repair;<=50K
gwilliams@hotmail.com;Female;23;White;Never-married;Some-college;United-States;State-gov;Prof-specialty;<=50K
afernandez@castillo-henson.org;Male;36;White;Never-married;Masters;United-States;Private;Adm-clerical;>50K
carrie33@clark.com;Female;35;Asian-Pac-Islander;Never-married;Bachelors;United-States;Private;Tech-support;<=50K
anthonyowens@yahoo.com;Female;53;Black;Divorced;Bachelors;United-States;Federal-gov;Exec-managerial;>50K
alyssamartin@hotmail.com;Male;42;White;Divorced;Some-college;United-States;Local-gov;Transport-moving;>50K
william87@oconnor-carter.biz;Female;32;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;<=50K
holly93@yahoo.com;Female;33;Other;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
mhill@wise.com;Male;59;Black;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
barajasgabriel@gmail.com;Male;36;White;Married-civ-spouse;Some-college;United-States;Private;Machine-op-inspct;<=50K
christinealvarez@hotmail.com;Male;37;White;Married-civ-spouse;Prof-school;Cuba;Self-emp-not-inc;Prof-specialty;>50K
pcastaneda@hotmail.com;Male;31;White;Never-married;Some-college;United-States;Private;Sales;<=50K
andreagonzales@hotmail.com;Male;46;White;Married-civ-spouse;Bachelors;United-States;Private;Protective-serv;<=50K
josephtownsend@mann.com;Female;44;Asian-Pac-Islander;Never-married;Bachelors;United-States;State-gov;Prof-specialty;<=50K
danielcollins@miller.net;Male;27;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
mcneilcarla@gmail.com;Male;29;White;Never-married;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
brandon91@hayes.info;Male;39;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
hollandtom@leblanc-frye.org;Male;62;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
joshua85@yahoo.com;Female;42;Black;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
jennymerritt@gmail.com;Male;60;White;Married-civ-spouse;Masters;United-States;Local-gov;Prof-specialty;>50K
brandonvazquez@gmail.com;Female;35;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
sbowen@houston-ford.com;Male;39;White;Never-married;Some-college;United-States;Private;Machine-op-inspct;<=50K
april09@barnes.com;Female;34;White;Married-civ-spouse;Assoc-acdm;United-States;Self-emp-inc;Adm-clerical;<=50K
amy19@ellis.com;Male;22;Black;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
ericnewman@gmail.com;Male;44;White;Married-civ-spouse;Assoc-voc;United-States;Private;Craft-repair;>50K
stephensjason@gmail.com;Female;44;White;Divorced;HS-grad;United-States;State-gov;Adm-clerical;<=50K
elizabeth22@francis.com;Female;49;White;Divorced;Bachelors;United-States;Local-gov;Exec-managerial;<=50K
jacobthomas@santos-singleton.info;Male;21;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
chasestephen@sanchez.biz;Male;52;White;Separated;11th;United-States;Private;Handlers-cleaners;<=50K
johnwilliams@hamilton.com;Male;39;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;>50K
leonharris@hotmail.com;Male;23;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
echandler@brown-hall.com;Male;54;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
jonesrebecca@tucker.com;Female;31;White;Divorced;HS-grad;United-States;Private;Other-service;<=50K
jenniferrose@harrison-long.com;Female;30;Black;Never-married;Masters;United-States;State-gov;Adm-clerical;<=50K
michelleprice@yahoo.com;Male;21;White;Never-married;Some-college;United-States;Private;Sales;<=50K
jacquelinehooper@gmail.com;Male;38;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Philippines;Local-gov;Protective-serv;>50K
savannah50@mcintosh.biz;Male;51;White;Married-civ-spouse;Some-college;United-States;Private;Transport-moving;>50K
eric05@suarez.org;Male;34;White;Married-civ-spouse;Doctorate;United-States;Self-emp-not-inc;Prof-specialty;>50K
wward@cardenas.com;Female;22;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
donna41@yahoo.com;Male;26;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
dominic45@gmail.com;Female;26;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
reevesmichael@bailey-davis.info;Male;41;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
qwallace@gmail.com;Male;35;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
millerandre@hotmail.com;Male;27;White;Never-married;Some-college;United-States;Local-gov;Transport-moving;<=50K
lucas13@gmail.com;Male;65;White;Married-civ-spouse;Some-college;United-States;Private;Protective-serv;<=50K
carrillojeffrey@gonzales.org;Male;31;White;Married-civ-spouse;11th;Mexico;Private;Farming-fishing;<=50K
gerald13@hotmail.com;Male;45;White;Married-civ-spouse;Prof-school;United-States;Self-emp-inc;Prof-specialty;>50K
huntcarolyn@gmail.com;Male;37;White;Married-civ-spouse;Assoc-acdm;United-States;Self-emp-not-inc;Transport-moving;>50K
kathy42@yahoo.com;Male;47;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;>50K
ryanamy@gmail.com;Male;47;White;Married-civ-spouse;Assoc-acdm;United-States;Self-emp-inc;Exec-managerial;>50K
diazmarco@hotmail.com;Male;33;White;Married-civ-spouse;HS-grad;United-States;Private;Prof-specialty;<=50K
rwalker@chung.com;Male;40;Black;Married-civ-spouse;10th;United-States;Private;Craft-repair;<=50K
nelsonkaitlin@yahoo.com;Male;38;Asian-Pac-Islander;Married-civ-spouse;Some-college;Philippines;Private;Craft-repair;>50K
william14@yahoo.com;Male;21;White;Never-married;Some-college;United-States;Private;Sales;<=50K
james96@garcia.biz;Male;40;White;Married-civ-spouse;HS-grad;Mexico;Private;Adm-clerical;<=50K
tricia81@stone.com;Male;33;Black;Divorced;HS-grad;United-States;Private;Transport-moving;<=50K
kingstephen@peterson.net;Male;29;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
wnewman@yahoo.com;Male;41;White;Separated;Some-college;United-States;Private;Transport-moving;<=50K
jordangonzalez@hotmail.com;Male;20;White;Never-married;Some-college;United-States;State-gov;Exec-managerial;<=50K
christine06@jacobson-davis.biz;Male;34;White;Married-civ-spouse;10th;United-States;Self-emp-not-inc;Farming-fishing;<=50K
gardnercynthia@hotmail.com;Male;78;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Exec-managerial;>50K
florestammy@barnett-newman.com;Male;46;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
silvasara@hotmail.com;Male;40;White;Married-civ-spouse;Assoc-voc;United-States;Private;Prof-specialty;>50K
erin53@stewart-wolfe.com;Male;59;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;>50K
hallmark@leonard.com;Male;23;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
dmahoney@johnson.com;Male;23;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
pcarpenter@morton.com;Male;47;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Craft-repair;<=50K
qrodriguez@hotmail.com;Male;31;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Other-service;>50K
reeddavid@reyes-mosley.com;Male;42;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Handlers-cleaners;>50K
lauramartinez@hotmail.com;Female;46;White;Divorced;HS-grad;United-States;Local-gov;Prof-specialty;<=50K
alexanderbarton@gmail.com;Male;29;White;Divorced;HS-grad;United-States;Private;Machine-op-inspct;<=50K
obridges@elliott.com;Male;21;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
wjohns@yahoo.com;Male;55;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
mark08@peterson-harrison.biz;Female;38;White;Never-married;Assoc-voc;United-States;Private;Tech-support;<=50K
idavila@snyder.info;Male;44;White;Married-civ-spouse;Masters;United-States;State-gov;Exec-managerial;<=50K
franciscostewart@yahoo.com;Male;61;White;Divorced;Some-college;United-States;Self-emp-not-inc;Exec-managerial;>50K
jamiegarrett@gmail.com;Male;38;White;Never-married;Bachelors;United-States;State-gov;Exec-managerial;<=50K
beverett@lynch.biz;Male;50;White;Married-civ-spouse;Bachelors;Italy;Self-emp-inc;Prof-specialty;>50K
travismurphy@anderson.com;Male;53;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
mnorton@hotmail.com;Male;37;Black;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;>50K
ugomez@chaney-schaefer.com;Male;49;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
catherine50@james.info;Male;30;White;Married-civ-spouse;Some-college;United-States;Private;Machine-op-inspct;>50K
anne01@hotmail.com;Female;19;White;Never-married;Assoc-voc;United-States;Private;Prof-specialty;<=50K
carrie34@walsh.com;Male;59;White;Divorced;HS-grad;England;Self-emp-not-inc;Prof-specialty;<=50K
kelly79@gmail.com;Male;43;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;<=50K
christina47@jones-shepherd.com;Male;29;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
wendyhardy@hotmail.com;Male;49;White;Married-civ-spouse;Prof-school;United-States;Private;Prof-specialty;<=50K
ravila@hotmail.com;Male;36;White;Divorced;HS-grad;United-States;Private;Transport-moving;<=50K
tgonzalez@yahoo.com;Male;26;Black;Never-married;11th;United-States;Private;Other-service;<=50K
wadebarbara@dalton-cervantes.com;Female;18;White;Never-married;Some-college;United-States;Private;Sales;<=50K
yramirez@hotmail.com;Female;60;White;Widowed;Some-college;United-States;Private;Sales;<=50K
rachelcaldwell@hotmail.com;Female;43;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
james40@yahoo.com;Female;42;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
margaretnelson@gmail.com;Male;41;White;Divorced;HS-grad;United-States;Private;Sales;<=50K
tracy38@hotmail.com;Male;55;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Prof-specialty;>50K
yvalentine@hotmail.com;Female;31;White;Never-married;Bachelors;United-States;Private;Adm-clerical;<=50K
sdouglas@nunez.com;Male;20;White;Never-married;Some-college;United-States;Private;Handlers-cleaners;<=50K
william80@hotmail.com;Male;37;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
qmills@cohen.com;Male;51;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Craft-repair;<=50K
dwalters@hotmail.com;Male;28;White;Married-civ-spouse;Some-college;United-States;Private;Sales;>50K
ctorres@gmail.com;Female;24;White;Never-married;Assoc-voc;United-States;Private;Sales;<=50K
wolfejodi@wallace.biz;Female;21;White;Never-married;Some-college;United-States;State-gov;Adm-clerical;<=50K
jameshill@young-arias.com;Male;21;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
miguel47@vaughan.biz;Female;35;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
tyler49@gmail.com;Male;30;White;Married-civ-spouse;Some-college;Mexico;Private;Craft-repair;<=50K
ecoleman@morris.org;Male;44;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
bhess@pollard-mckinney.com;Male;45;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Japan;Private;Craft-repair;>50K
sydneybenson@yahoo.com;Male;42;White;Married-civ-spouse;10th;United-States;Private;Exec-managerial;<=50K
ronald70@robinson.com;Female;32;White;Divorced;Bachelors;United-States;Private;Exec-managerial;<=50K
reevesdouglas@lopez.com;Male;33;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
gravesbradley@bowman.org;Male;27;White;Married-civ-spouse;9th;United-States;Private;Craft-repair;<=50K
anthony03@cunningham-ross.com;Female;17;White;Never-married;10th;United-States;Private;Other-service;<=50K
stevenmorton@hill.biz;Female;45;White;Never-married;HS-grad;United-States;Local-gov;Adm-clerical;<=50K
carolynmoss@gmail.com;Male;41;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
rallen@yahoo.com;Female;19;White;Never-married;Some-college;United-States;Private;Machine-op-inspct;<=50K
paulwilliams@gmail.com;Female;45;White;Divorced;Assoc-voc;United-States;Private;Other-service;<=50K
jill73@kidd-barnes.info;Male;41;White;Married-civ-spouse;Doctorate;United-States;Self-emp-inc;Prof-specialty;>50K
jonestina@gmail.com;Female;34;White;Married-civ-spouse;HS-grad;United-States;Local-gov;Other-service;<=50K
elizabethtaylor@hotmail.com;Male;33;White;Never-married;Bachelors;United-States;Private;Adm-clerical;>50K
ashley26@miller.com;Female;51;White;Divorced;Bachelors;United-States;Private;Sales;<=50K
sarataylor@yahoo.com;Male;33;White;Divorced;HS-grad;United-States;Private;Handlers-cleaners;<=50K
ohenry@gmail.com;Female;23;White;Never-married;Some-college;United-States;Private;Handlers-cleaners;<=50K
chrisgrant@adams-allen.info;Male;52;White;Married-spouse-absent;Bachelors;United-States;Private;Prof-specialty;>50K
keithamy@yahoo.com;Female;25;Black;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
lcuevas@horn-jones.com;Male;64;White;Separated;9th;United-States;Self-emp-not-inc;Transport-moving;<=50K
andrew02@williams-brooks.info;Male;42;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
josephcortez@yahoo.com;Male;29;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
swilliams@hotmail.com;Female;26;White;Never-married;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
lynn65@lawson.com;Male;24;White;Never-married;10th;Mexico;Private;Other-service;<=50K
lisa56@ritter-lewis.com;Male;43;White;Married-civ-spouse;Some-college;United-States;Federal-gov;Exec-managerial;>50K
richard81@gmail.com;Male;38;White;Married-civ-spouse;10th;United-States;Private;Craft-repair;>50K
felicialopez@hotmail.com;Male;28;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
chernandez@brown.com;Male;44;Black;Married-civ-spouse;Assoc-voc;United-States;Private;Craft-repair;<=50K
kevinmacias@townsend.org;Male;55;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;>50K
smithmark@gonzalez.info;Female;52;Black;Widowed;11th;United-States;Private;Other-service;<=50K
brodriguez@graham.com;Male;31;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
joshuamurphy@gmail.com;Female;35;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
freybobby@cole-davis.com;Female;39;Black;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
egomez@mckenzie.org;Male;27;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
ayershailey@hull-little.com;Male;23;White;Never-married;Some-college;United-States;State-gov;Adm-clerical;<=50K
npeck@gmail.com;Male;26;White;Separated;11th;United-States;Private;Craft-repair;<=50K
xmorgan@vega.com;Male;33;White;Never-married;Assoc-voc;Cuba;Private;Other-service;<=50K
hlynch@gmail.com;Female;39;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
dmccullough@adams.com;Male;44;White;Divorced;HS-grad;United-States;Private;Transport-moving;<=50K
jenniferjones@gmail.com;Female;38;White;Divorced;HS-grad;United-States;Private;Exec-managerial;<=50K
scott00@hampton-todd.info;Male;18;White;Never-married;12th;United-States;Private;Other-service;<=50K
roy98@hill.net;Female;54;White;Widowed;HS-grad;United-States;Private;Other-service;<=50K
jonesmichelle@hotmail.com;Female;45;Black;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
colin47@gmail.com;Male;43;Asian-Pac-Islander;Married-civ-spouse;Masters;India;Private;Exec-managerial;>50K
troyblake@hotmail.com;Female;23;White;Never-married;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
billy56@yahoo.com;Male;37;White;Never-married;Some-college;United-States;Private;Exec-managerial;<=50K
kelly75@martinez.com;Male;33;White;Married-civ-spouse;11th;United-States;Self-emp-not-inc;Craft-repair;<=50K
hgarcia@yahoo.com;Male;45;White;Married-civ-spouse;Bachelors;United-States;Private;Transport-moving;>50K
vcolon@garcia-cowan.org;Male;32;White;Never-married;Bachelors;United-States;Self-emp-inc;Exec-managerial;<=50K
johnstewart@lara.biz;Male;47;White;Married-civ-spouse;7th-8th;United-States;Private;Craft-repair;<=50K
rrodriguez@gmail.com;Male;44;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Prof-specialty;>50K
samuel89@hotmail.com;Male;22;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
chad56@gmail.com;Male;17;White;Never-married;11th;United-States;Private;Sales;<=50K
piercemichael@jones.org;Male;64;White;Married-civ-spouse;Doctorate;United-States;Self-emp-inc;Exec-managerial;>50K
brittanyross@mcdonald.com;Male;30;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Protective-serv;>50K
rodriguezvanessa@gmail.com;Male;51;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
danny21@gmail.com;Male;26;White;Never-married;HS-grad;United-States;State-gov;Protective-serv;<=50K
allison47@price.biz;Female;31;White;Never-married;Some-college;United-States;Private;Sales;<=50K
rhondalynch@bennett-evans.org;Male;50;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;<=50K
johnsoncheyenne@yahoo.com;Female;63;White;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
claytonmercer@gmail.com;Male;48;White;Married-civ-spouse;Assoc-voc;United-States;Private;Exec-managerial;>50K
ewingbrittany@dorsey-griffith.com;Male;37;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Sales;>50K
paynedonald@morales-ball.com;Female;29;White;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
laura79@hotmail.com;Male;69;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;<=50K
kmarsh@gmail.com;Male;56;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
josephwilson@jones.com;Male;39;White;Married-civ-spouse;Masters;United-States;Local-gov;Prof-specialty;>50K
michellegarcia@combs.com;Female;42;White;Separated;HS-grad;United-States;Self-emp-not-inc;Other-service;<=50K
kaneryan@gmail.com;Male;41;White;Married-civ-spouse;HS-grad;United-States;Federal-gov;Tech-support;>50K
tashagarcia@warren.com;Male;45;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;>50K
smithjessica@hotmail.com;Male;23;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
aaronzavala@rhodes.com;Male;29;White;Never-married;Bachelors;United-States;Private;Prof-specialty;>50K
aaronfields@cunningham-barber.com;Male;34;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
bellmarilyn@keller-chen.net;Female;46;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;>50K
izuniga@hotmail.com;Female;46;White;Married-civ-spouse;HS-grad;United-States;Without-pay;Machine-op-inspct;<=50K
staceyfuentes@weeks.org;Female;33;White;Separated;5th-6th;Mexico;Private;Other-service;<=50K
carlos67@burke-mitchell.com;Male;46;White;Married-civ-spouse;Assoc-voc;United-States;Private;Adm-clerical;<=50K
lewisrodney@hotmail.com;Female;26;Black;Never-married;HS-grad;United-States;Private;Other-service;<=50K
ronald35@gmail.com;Female;49;White;Divorced;Bachelors;France;Local-gov;Prof-specialty;<=50K
michaelrodriguez@yahoo.com;Female;55;White;Married-civ-spouse;HS-grad;United-States;State-gov;Tech-support;>50K
salazaranthony@gmail.com;Male;35;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
collinspeter@king.com;Female;27;White;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
simonrobert@sanchez.com;Female;31;White;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
davidmyers@garcia-ortega.com;Female;47;White;Separated;Some-college;Germany;Private;Adm-clerical;<=50K
joel63@gmail.com;Male;48;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;>50K
alexanderburgess@garcia.com;Female;27;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
ejohnson@hotmail.com;Female;38;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
